text,output,label,gold_explanation
i do feel bad 4 them & i rlly dont know wht the solution is b / c if they come ovr illegally--they cont in illegal activity,"normal <SEP> none

This tweet does not contain any clear hateful speech. The author expresses sympathy for a situation and doubts about a",hate,Immigrants are lawbreakers
you mean the constitution written by white people for white people ? those conservatives would deny that !,"hate <SEP> This statement contains a derogatory implication towards white people, suggesting that the Constitution is only beneficial for them and not for other racial",hate,Whites are self-serving
i hope you are not gay or female if you support their cause,"hate <SEP> this statement displays intolerance towards individuals who identify as gay or female, and by implying that supporting their cause is only acceptable for",normal,none
isis  kkk  gop  even nazis all claim to do god's work .,"hate <SEP> The tweet compares ISIS, KKK, GOP, and Nazis, implying that they are all equivalent and equ",normal,none
basically liberia in the south,"normal <SEP> none

The tweet does not contain any explicit hate speech or offensive language towards any specific group or individual. Liberia is a",hate,Liberians are unsophisticated
the miscreant vermin still has 2 years left to dismantle the military while he's attacking america socially.,"hate <SEP> The tweet uses derogatory language (""miscreant vermin"") to insult someone without specifying who they are, suggesting",hate,See above
good luck with that . a new york billionaire who hates people like you is just what you need .,"hate <SEP> The tweet contains a derogatory comment towards the person being addressed, implying that they are not desired or valued by a wealthy",normal,none
you're right and it is sad because he is a good man doing a job for america,"normal <SEP> none

This tweet does not contain any hateful language. The speaker is acknowledging the good character of the person they are",normal,none
my point is these white nationalists are quick to give race-based r,"normal <SEP> none

The provided tweet does not contain a clear hateful statement towards any specific group. The author seems to be making a",normal,none
i other news  if ruling goes against jack  chik fil a must open on sundays to avoid d,"normal <SEP> none.

This tweet does not contain any hateful language or identifiable hate speech. The tweet discusses a news",normal,none
funny italy and france don't use illegals to pick grapes.,"normal <SEP> none

Explanation: The tweet is making a statement about Italy and France not using ""illegals"" to pick",hate,Immigrants are not able to pick grapes
i think he meant white nationalists are free of thought .,normal <SEP> none. The tweet does not contain any obvious hateful language. It seems like a commentary or observation about a specific group of,normal,none
when you look at who he is inviting to the speech he is not going to cuck out .,"normal <SEP> none.

This tweet does not contain any hateful language towards a specific group or individual based on their race, ethnicity",normal,none
says masterpiece cakeshop case is a question of compelled speech #religiousfreedom,"normal <SEP> none

Explanation:
The tweet expresses an opinion about a legal case, specifically the Masterpiece Cakeshop",normal,none
trump speaks to union league  will he speak to the league of the south ?,normal <SEP> none. The tweet does not contain any hateful or toxic speech. It is a simple question.,normal,none
canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose uglytruth #m103,"hate <SEP> This tweet contains hateful language towards specific groups including Canadians who reject misogyny, gays, Jews, and people",hate,Canadians hate Jews and gays.
